update,samples,time,sps,policy_prog,bot_prog,snap_prog,policy_win,bot_win,snap_win,early_finish,length,avg_group,alliances,alliance_dur,alliances_long,group_banks,remerge_fast,merges,leaves,spills,banks,ent_move,ent_join,ent_leave,ent_intent,p_join_solo,p_join_grouped,p_leave_grouped,p_intent_change,ev,vloss,ploss,kl,epochs_run
-6,23032,3,8580,0.727,nan,nan,1.0,nan,nan,0.0,240.0,1.94,43.0,15.7,4.0,65.0,0.0,24.0,22.0,11.0,84.0,0.0,0.0,0.0,0.0,0.925,0.775,0.168,0.972,0.252,0.2052,0.0,0.0,3
-5,45959,5,9785,0.628,0.672,nan,0.0,1.5,nan,1.0,175.8,1.46,15.0,16.3,3.0,5.0,0.0,11.0,11.0,2.0,30.0,0.0,0.0,0.0,0.0,0.922,0.757,0.184,0.969,0.506,0.1073,0.0,0.0,3
-4,68871,7,9454,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.924,0.764,0.161,0.968,0.499,0.0997,0.0,0.0,3
-3,91783,10,9361,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.925,0.685,0.17,0.971,0.516,0.1149,0.0,0.0,3
-2,114695,12,9415,0.733,0.543,0.667,2.0,0.0,0.0,1.0,221.6,1.3,23.0,8.5,6.0,0.0,0.0,19.0,17.0,7.0,41.0,0.0,0.0,0.0,0.0,0.925,0.692,0.187,0.968,0.303,0.1369,0.0,0.0,3
-1,137503,15,9296,0.789,0.7,0.899,0.82,0.55,2.0,1.0,230.4,1.4,32.7,8.9,5.7,7.7,0.0,25.6,24.1,9.9,46.1,0.0,0.0,0.0,0.0,0.928,0.729,0.171,0.969,0.171,0.1843,0.0,0.0,3
1,161345,17,9238,0.667,0.611,0.661,1.13,0.66,1.12,0.0,240.0,1.31,26.8,9.1,5.5,12.9,0.0,22.0,20.8,7.3,46.9,0.357,0.266,0.044,0.478,0.928,0.8,0.134,0.972,-0.008,0.8022,0.0088,0.0213,1
2,185537,23,4049,,,,,,,,,,,,,,,,,,,0.304,0.293,0.031,0.544,0.924,0.922,0.111,0.966,0.761,0.0234,0.0048,0.0228,3
3,209729,29,4271,,,,,,,,,,,,,,,,,,,0.369,0.297,0.033,0.555,0.915,0.892,0.155,0.964,0.467,0.0822,0.0012,0.0138,3
4,233921,35,4373,,,,,,,,,,,,,,,,,,,0.371,0.312,0.042,0.55,0.909,0.89,0.13,0.964,0.696,0.0358,0.0016,0.0109,3
5,258113,40,4478,,,,,,,,,,,,,,,,,,,0.372,0.347,0.055,0.534,0.902,0.898,0.166,0.966,0.707,0.0383,-0.004,0.0159,3
6,282305,46,4213,,,,,,,,,,,,,,,,,,,0.392,0.361,0.051,0.57,0.888,0.876,0.161,0.964,0.734,0.0418,-0.0036,0.0143,3
7,306497,51,4330,,,,,,,,,,,,,,,,,,,0.401,0.396,0.054,0.614,0.872,0.828,0.155,0.956,0.794,0.0372,-0.003,0.0156,3
8,330689,57,4144,,,,,,,,,,,,,,,,,,,0.432,0.41,0.056,0.644,0.857,0.809,0.145,0.955,0.83,0.0303,-0.0028,0.0168,3
9,354881,63,4169,,,,,,,,,,,,,,,,,,,0.453,0.424,0.066,0.628,0.852,0.776,0.157,0.949,0.815,0.0359,-0.0041,0.017,3
10,379073,69,4123,,,,,,,,,,,,,,,,,,,0.478,0.445,0.067,0.604,0.841,0.738,0.131,0.951,0.853,0.0281,-0.0025,0.0156,3
11,403265,75,4207,,,,,,,,,,,,,,,,,,,0.496,0.469,0.08,0.6,0.829,0.758,0.139,0.946,0.869,0.0257,-0.0043,0.0147,3
12,427457,80,4322,,,,,,,,,,,,,,,,,,,0.513,0.477,0.083,0.604,0.815,0.685,0.149,0.945,0.862,0.029,-0.0023,0.0178,3
13,451651,85,4989,0.857,0.785,0.839,3.0,0.0,0.0,0.0,240.0,1.52,46.0,8.0,2.0,64.0,0.0,33.0,32.0,19.0,96.0,0.541,0.495,0.095,0.57,0.796,0.658,0.133,0.948,0.607,0.044,-0.0041,0.0176,3
14,475909,91,4120,0.657,0.426,0.74,0.0,0.0,2.0,0.0,240.0,1.59,24.0,17.5,12.0,61.0,0.0,20.0,19.0,6.0,89.0,0.559,0.533,0.081,0.611,0.775,0.679,0.159,0.947,0.856,0.0271,-0.0041,0.0174,3
15,500293,100,2812,,,,,,,,,,,,,,,,,,,0.555,0.522,0.096,0.571,0.773,0.619,0.151,0.946,0.886,0.0242,-0.0024,0.0161,3
16,524573,108,3054,0.586,nan,0.785,0.0,nan,2.0,1.0,191.2,1.28,30.0,5.3,4.0,0.0,0.0,23.0,23.0,10.0,42.0,0.595,0.52,0.119,0.525,0.779,0.612,0.133,0.951,0.801,0.0393,-0.0023,0.0167,3
17,549006,113,4328,0.91,0.401,0.842,0.0,0.0,3.0,1.0,217.5,1.3,35.0,5.6,5.0,1.0,0.0,30.0,29.0,16.0,43.0,0.599,0.495,0.131,0.506,0.768,0.515,0.142,0.953,0.858,0.035,0.0022,0.0189,2
18,573494,118,5978,0.719,0.71,0.545,1.71,0.6,0.0,0.8,226.8,1.42,22.6,13.0,5.8,16.0,0.0,17.6,16.4,6.2,48.2,0.624,0.514,0.135,0.503,0.754,0.52,0.125,0.953,0.339,0.1149,0.002,0.0189,2
19,598515,123,4342,0.702,0.542,0.68,1.18,0.69,0.97,0.03,239.8,1.3,26.9,9.1,5.5,9.4,0.0,22.2,20.8,9.1,44.7,0.619,0.546,0.132,0.534,0.731,0.505,0.143,0.958,-0.007,1.2761,-0.0016,0.0191,3
20,625395,127,7098,,,,,,,,,,,,,,,,,,,0.416,0.587,0.027,0.81,0.722,0.709,0.099,0.956,0.897,0.0072,0.0019,0.0137,2
21,652275,132,5108,,,,,,,,,,,,,,,,,,,0.438,0.582,0.046,0.822,0.723,0.71,0.13,0.947,0.712,0.0276,0.0016,0.0188,3
22,679155,139,4283,,,,,,,,,,,,,,,,,,,0.466,0.596,0.042,0.849,0.72,0.707,0.122,0.936,0.761,0.0405,-0.001,0.0149,3
23,706035,145,4437,,,,,,,,,,,,,,,,,,,0.483,0.601,0.049,0.834,0.707,0.667,0.119,0.936,0.854,0.0198,-0.0025,0.015,3
24,732915,151,4409,,,,,,,,,,,,,,,,,,,0.486,0.606,0.056,0.821,0.706,0.639,0.125,0.943,0.851,0.0218,-0.0054,0.0172,3
25,759795,157,4321,,,,,,,,,,,,,,,,,,,0.513,0.612,0.059,0.823,0.699,0.65,0.128,0.938,0.865,0.0221,-0.0018,0.0171,3
26,786675,163,4437,,,,,,,,,,,,,,,,,,,0.51,0.608,0.058,0.847,0.69,0.637,0.124,0.938,0.899,0.0177,-0.0011,0.0165,3
27,813555,170,4285,,,,,,,,,,,,,,,,,,,0.522,0.613,0.059,0.824,0.685,0.605,0.141,0.932,0.888,0.0182,-0.0029,0.015,3
28,840435,176,4404,,,,,,,,,,,,,,,,,,,0.543,0.612,0.073,0.739,0.681,0.58,0.114,0.94,0.871,0.0212,-0.0034,0.0164,3
29,867315,181,5463,,,,,,,,,,,,,,,,,,,0.569,0.615,0.067,0.781,0.668,0.599,0.118,0.939,0.9,0.0175,-0.0006,0.0155,3
30,894277,187,4367,0.478,0.895,0.687,0.0,3.0,0.0,1.0,181.2,1.15,14.0,5.6,0.0,0.0,0.0,14.0,14.0,3.0,41.0,0.587,0.612,0.072,0.796,0.675,0.553,0.134,0.937,0.869,0.0197,-0.0027,0.0189,3
31,921285,193,4351,,,,,,,,,,,,,,,,,,,0.613,0.598,0.083,0.731,0.685,0.532,0.11,0.939,0.875,0.0176,-0.0026,0.0177,3
32,948257,199,4742,0.654,0.17,nan,2.0,0.0,nan,0.0,240.0,1.44,15.0,21.0,2.0,0.0,0.0,14.0,13.0,5.0,21.0,0.619,0.605,0.08,0.767,0.682,0.547,0.117,0.932,0.63,0.0348,0.0024,0.0194,3
33,975137,203,6084,0.877,0.325,0.767,2.0,0.0,0.0,0.0,240.0,1.35,51.0,5.0,3.0,1.0,0.0,43.0,42.0,16.0,43.0,0.633,0.619,0.085,0.782,0.669,0.565,0.121,0.934,0.653,0.035,0.0083,0.0218,2
34,1002017,209,4610,,,,,,,,,,,,,,,,,,,0.617,0.628,0.088,0.807,0.655,0.545,0.133,0.926,0.88,0.0181,-0.0016,0.0183,3
35,1028853,214,5625,0.617,0.47,nan,1.2,0.0,nan,0.0,240.0,1.33,25.0,9.5,11.0,3.0,0.0,20.0,18.0,14.0,43.0,0.602,0.612,0.118,0.715,0.653,0.487,0.125,0.918,0.592,0.0397,0.0036,0.0146,2
36,1055463,218,6071,0.774,0.496,0.486,1.2,1.0,0.0,0.5,227.4,1.39,27.0,9.9,7.0,21.5,0.0,22.0,20.5,12.5,44.0,0.623,0.618,0.128,0.702,0.63,0.463,0.13,0.915,0.559,0.0439,0.0004,0.0175,2
37,1081805,222,6282,0.654,0.511,0.703,1.17,0.5,1.0,0.4,235.7,1.29,23.3,9.4,6.4,4.0,0.0,20.6,19.6,13.6,36.0,0.641,0.626,0.128,0.741,0.597,0.44,0.139,0.916,0.235,0.1552,0.0013,0.0187,2
38,1107605,228,4445,0.668,0.603,0.66,0.9,1.02,1.22,0.02,239.9,1.3,26.4,8.8,6.3,7.6,0.0,22.1,21.0,10.6,42.1,0.607,0.65,0.081,0.916,0.58,0.461,0.143,0.914,0.051,1.0317,-0.0027,0.0173,3
39,1132437,233,4799,,,,,,,,,,,,,,,,,,,0.51,0.671,0.035,1.087,0.577,0.512,0.105,0.899,0.902,0.0064,0.0012,0.017,3
40,1157269,239,4320,,,,,,,,,,,,,,,,,,,0.525,0.669,0.052,1.032,0.588,0.55,0.156,0.895,0.705,0.031,-0.0008,0.0148,3
41,1182101,245,4282,,,,,,,,,,,,,,,,,,,0.532,0.666,0.042,1.061,0.589,0.54,0.133,0.896,0.793,0.0343,-0.0027,0.0142,3
42,1206933,251,4241,,,,,,,,,,,,,,,,,,,0.554,0.664,0.061,1.023,0.581,0.519,0.15,0.893,0.842,0.019,-0.0023,0.0141,3
43,1231765,257,4047,,,,,,,,,,,,,,,,,,,0.54,0.659,0.057,1.012,0.589,0.507,0.14,0.895,0.856,0.0215,-0.0031,0.0157,3
44,1256597,263,4168,,,,,,,,,,,,,,,,,,,0.569,0.66,0.061,1.019,0.596,0.536,0.156,0.887,0.886,0.0204,-0.004,0.0144,3
45,1281429,269,4176,,,,,,,,,,,,,,,,,,,0.58,0.653,0.066,0.982,0.602,0.524,0.144,0.898,0.875,0.0184,-0.0043,0.016,3
46,1306261,275,4455,,,,,,,,,,,,,,,,,,,0.594,0.65,0.068,0.982,0.621,0.552,0.151,0.902,0.869,0.0195,-0.0039,0.0159,3
47,1331093,280,4262,,,,,,,,,,,,,,,,,,,0.615,0.644,0.079,0.945,0.627,0.519,0.133,0.886,0.876,0.0178,-0.0026,0.015,3
48,1355925,286,4342,,,,,,,,,,,,,,,,,,,0.618,0.635,0.084,0.942,0.648,0.523,0.151,0.884,0.879,0.0188,-0.0025,0.015,3
49,1380757,292,4390,0.551,0.0,0.485,2.0,0.0,0.0,0.0,240.0,1.47,22.0,15.4,8.0,8.0,0.0,16.0,14.0,5.0,32.0,0.642,0.647,0.08,0.955,0.647,0.541,0.163,0.895,0.743,0.021,-0.0018,0.0135,3
50,1405589,298,4191,,,,,,,,,,,,,,,,,,,0.644,0.644,0.072,0.983,0.63,0.533,0.147,0.892,0.895,0.0138,-0.004,0.015,3
51,1430455,304,4062,0.577,0.756,0.771,0.0,0.0,2.0,0.0,240.0,1.23,32.0,5.1,4.0,0.0,0.0,27.0,27.0,5.0,43.0,0.683,0.64,0.081,0.951,0.631,0.533,0.148,0.891,0.842,0.0222,-0.0044,0.0136,3
52,1455285,309,4965,0.733,nan,0.697,2.0,nan,0.0,0.0,240.0,1.27,24.0,7.9,5.0,1.0,0.0,19.0,19.0,11.0,41.0,0.687,0.643,0.095,0.888,0.64,0.514,0.147,0.9,0.637,0.028,0.0015,0.0176,3
53,1480053,315,4009,0.611,0.936,0.569,0.0,3.0,0.0,1.0,192.8,1.54,23.0,13.6,6.0,8.0,0.0,16.0,15.0,5.0,30.0,0.649,0.647,0.104,0.886,0.618,0.508,0.171,0.906,0.808,0.0275,-0.0013,0.0183,3
54,1504902,320,5255,0.736,0.533,0.687,1.5,0.0,1.0,0.5,218.2,1.24,37.5,4.2,2.0,1.0,0.0,32.0,30.0,11.5,42.0,0.62,0.65,0.123,0.873,0.616,0.488,0.18,0.892,0.662,0.0305,0.0054,0.0181,2
55,1529806,325,5162,0.725,0.408,0.726,0.86,1.33,0.86,0.2,233.7,1.32,27.0,14.2,2.8,27.6,0.0,24.4,23.4,9.6,66.2,0.658,0.658,0.115,0.937,0.595,0.495,0.213,0.884,0.656,0.053,0.0022,0.0177,2
56,1554892,329,6046,0.666,0.588,0.624,1.18,0.63,0.92,0.12,238.3,1.21,23.2,6.7,4.8,2.6,0.0,20.1,19.6,11.5,39.4,0.673,0.659,0.102,0.993,0.586,0.496,0.211,0.872,0.277,0.2046,-0.0004,0.0183,2
57,1580330,335,4006,0.663,0.538,0.657,0.97,1.06,1.01,0.03,239.9,1.29,25.9,9.4,5.2,11.1,0.0,22.2,21.0,12.6,44.2,0.609,0.662,0.073,1.115,0.582,0.512,0.17,0.855,0.159,0.8028,-0.0005,0.0163,3
58,1605610,342,3888,,,,,,,,,,,,,,,,,,,0.553,0.67,0.077,1.064,0.583,0.54,0.14,0.856,0.866,0.0198,-0.0011,0.0171,3
59,1630890,348,4118,,,,,,,,,,,,,,,,,,,0.549,0.667,0.064,1.108,0.585,0.546,0.191,0.866,0.793,0.0449,-0.0029,0.0134,3
60,1656170,354,4105,,,,,,,,,,,,,,,,,,,0.559,0.665,0.057,1.135,0.595,0.55,0.14,0.865,0.878,0.0215,-0.004,0.0147,3
61,1681450,360,4169,,,,,,,,,,,,,,,,,,,0.581,0.654,0.075,1.032,0.601,0.517,0.143,0.861,0.887,0.0185,-0.0039,0.0141,3
62,1706730,366,4180,,,,,,,,,,,,,,,,,,,0.594,0.648,0.063,1.044,0.604,0.527,0.132,0.851,0.876,0.0231,-0.0042,0.0144,3
63,1732010,372,4086,,,,,,,,,,,,,,,,,,,0.604,0.654,0.074,1.001,0.607,0.547,0.134,0.853,0.889,0.0203,-0.0025,0.0145,3
64,1757290,379,3941,,,,,,,,,,,,,,,,,,,0.623,0.647,0.076,0.986,0.611,0.542,0.133,0.854,0.905,0.019,-0.0043,0.0133,3
65,1782570,385,4064,,,,,,,,,,,,,,,,,,,0.629,0.643,0.068,0.986,0.623,0.523,0.128,0.856,0.909,0.0167,-0.0054,0.0134,3
66,1807850,391,4096,,,,,,,,,,,,,,,,,,,0.638,0.64,0.077,0.925,0.621,0.501,0.111,0.851,0.918,0.0142,-0.0039,0.0141,3
67,1833139,398,3994,0.773,0.0,0.55,2.0,0.0,0.0,0.0,240.0,1.39,28.0,10.1,4.0,2.0,0.0,27.0,25.0,17.0,37.0,0.635,0.645,0.083,0.913,0.623,0.521,0.121,0.844,0.68,0.0289,0.0005,0.0147,3
68,1858483,404,4095,,,,,,,,,,,,,,,,,,,0.652,0.65,0.091,0.898,0.608,0.535,0.12,0.838,0.913,0.0165,-0.0027,0.0148,3
69,1883827,410,4075,,,,,,,,,,,,,,,,,,,0.671,0.642,0.086,0.895,0.615,0.509,0.099,0.822,0.916,0.0142,-0.0044,0.0132,3
70,1909121,416,4423,0.703,0.444,0.841,1.2,0.0,3.0,0.5,205.9,1.51,24.5,13.1,5.5,4.0,0.0,19.0,17.0,5.5,28.5,0.673,0.644,0.095,0.913,0.617,0.48,0.128,0.835,0.665,0.0351,0.0004,0.0171,3
71,1934499,422,4112,0.383,0.466,0.46,0.0,2.0,0.0,0.0,240.0,1.53,22.0,17.2,11.0,71.0,0.0,16.0,14.0,8.0,87.0,0.699,0.655,0.101,0.894,0.596,0.506,0.138,0.855,0.897,0.0179,-0.005,0.015,3
72,1959934,428,4079,0.766,0.537,0.46,1.2,1.0,0.0,0.0,240.0,1.33,22.5,16.0,6.5,32.0,0.0,18.5,18.0,18.0,65.0,0.68,0.651,0.116,0.86,0.615,0.53,0.147,0.854,0.694,0.0355,0.0047,0.0164,3
73,1985405,434,4193,0.703,0.874,0.71,0.0,3.0,0.0,0.33,230.3,1.3,26.7,7.6,8.3,7.0,0.0,23.0,22.0,13.3,47.0,0.68,0.652,0.126,0.833,0.6,0.481,0.159,0.857,0.863,0.0283,-0.0049,0.0185,3
74,2010788,439,5535,0.759,0.534,0.734,1.09,0.67,1.2,0.33,234.1,1.32,34.5,6.7,8.0,2.8,0.0,29.8,28.3,18.5,43.7,0.711,0.656,0.125,0.865,0.6,0.495,0.168,0.869,0.482,0.0883,-0.001,0.0168,2
75,2035811,444,4988,0.707,0.535,0.736,1.16,0.0,1.44,0.05,239.4,1.35,29.5,8.7,8.1,8.8,0.0,24.5,23.4,17.1,45.5,0.692,0.667,0.116,0.92,0.587,0.497,0.171,0.866,0.363,0.2129,-0.0012,0.0202,3
76,2059823,450,3958,0.699,0.501,0.692,1.16,0.78,0.91,0.0,240.0,1.35,29.4,9.6,7.1,10.9,0.0,24.4,23.1,14.9,45.4,0.625,0.679,0.063,1.167,0.54,0.51,0.136,0.828,0.127,0.5641,-0.0041,0.0136,3
77,2083631,456,3854,,,,,,,,,,,,,,,,,,,0.62,0.683,0.094,1.011,0.538,0.507,0.123,0.83,0.92,0.0178,-0.0028,0.0131,3
78,2107439,462,3952,,,,,,,,,,,,,,,,,,,0.607,0.678,0.084,1.102,0.538,0.525,0.182,0.837,0.92,0.0304,-0.0015,0.0167,3
79,2131247,468,3896,,,,,,,,,,,,,,,,,,,0.636,0.678,0.068,1.106,0.536,0.495,0.129,0.837,0.931,0.0189,-0.0032,0.0153,3
80,2155055,475,3877,,,,,,,,,,,,,,,,,,,0.628,0.673,0.081,1.016,0.559,0.491,0.13,0.839,0.928,0.0202,-0.0053,0.0142,3
81,2178863,481,3915,,,,,,,,,,,,,,,,,,,0.643,0.673,0.071,1.055,0.549,0.496,0.122,0.842,0.928,0.0202,-0.004,0.0151,3
82,2202671,487,3993,,,,,,,,,,,,,,,,,,,0.659,0.676,0.066,1.038,0.549,0.487,0.115,0.84,0.939,0.0149,-0.0044,0.0124,3
83,2226479,493,3994,,,,,,,,,,,,,,,,,,,0.668,0.668,0.067,1.012,0.542,0.463,0.103,0.841,0.938,0.015,-0.0042,0.0131,3
84,2250287,498,4058,,,,,,,,,,,,,,,,,,,0.656,0.665,0.066,1.024,0.558,0.471,0.097,0.831,0.938,0.015,-0.0054,0.0132,3
85,2274095,505,3963,,,,,,,,,,,,,,,,,,,0.677,0.663,0.075,1.004,0.565,0.495,0.121,0.821,0.929,0.0155,-0.0039,0.0142,3
86,2297853,511,3916,0.622,0.232,0.388,1.5,0.0,0.0,0.0,240.0,1.16,16.0,7.0,4.0,1.0,0.0,15.0,14.0,17.0,28.0,0.688,0.666,0.071,1.046,0.57,0.5,0.121,0.807,0.722,0.0277,-0.0011,0.0151,3
87,2321533,517,3907,,,,,,,,,,,,,,,,,,,0.698,0.667,0.071,1.042,0.574,0.522,0.127,0.814,0.929,0.0164,-0.0061,0.0144,3
88,2345219,523,3992,0.668,0.708,0.635,0.0,0.0,3.0,0.0,240.0,1.43,11.0,28.1,7.0,25.0,0.0,8.0,6.0,3.0,47.0,0.69,0.661,0.083,0.982,0.57,0.504,0.109,0.808,0.93,0.0157,-0.0036,0.0147,3
89,2369071,529,3885,0.74,0.68,0.62,1.33,1.5,0.0,0.33,233.0,1.3,25.3,8.3,9.0,3.3,0.0,20.3,19.3,15.3,42.7,0.685,0.658,0.099,0.955,0.588,0.512,0.114,0.799,0.606,0.0415,0.0022,0.017,3
90,2392879,535,3856,0.788,0.749,0.701,1.5,0.0,1.2,1.0,204.2,1.66,26.5,15.0,15.5,12.0,0.0,20.0,18.5,9.5,40.0,0.695,0.662,0.092,1.014,0.597,0.53,0.143,0.802,0.775,0.0277,0.0004,0.0159,3
91,2416712,541,3857,0.814,0.0,0.745,2.0,0.0,0.0,1.0,207.9,1.37,41.0,5.6,3.0,43.0,0.0,35.0,33.0,14.0,90.0,0.688,0.66,0.102,1.012,0.597,0.554,0.163,0.828,0.785,0.0298,-0.0008,0.0137,3
92,2440411,545,6092,0.685,0.649,0.689,0.67,1.64,0.86,0.5,227.7,1.36,30.8,8.1,7.3,9.2,0.0,25.0,23.7,17.3,46.8,0.722,0.649,0.117,0.942,0.607,0.555,0.153,0.834,0.768,0.0437,-0.0053,0.0171,2
93,2464334,549,5505,0.655,0.535,0.693,1.11,0.29,1.67,0.09,237.8,1.32,26.4,10.5,6.6,16.9,0.0,22.5,21.4,13.9,50.5,0.731,0.648,0.126,0.96,0.622,0.564,0.171,0.828,0.696,0.0708,-0.0017,0.0168,2
94,2488294,556,3837,0.666,0.524,0.666,1.08,0.93,0.92,0.02,240.0,1.38,29.5,10.0,7.4,8.3,0.0,24.3,23.1,17.4,41.3,0.714,0.649,0.099,1.019,0.617,0.554,0.168,0.826,0.149,0.7482,-0.0024,0.0149,3
95,2513830,562,3993,,,,,,,,,,,,,,,,,,,0.663,0.669,0.041,1.243,0.577,0.576,0.083,0.788,0.92,0.0056,-0.0014,0.0145,3
96,2539366,568,4073,,,,,,,,,,,,,,,,,,,0.654,0.665,0.073,1.031,0.581,0.57,0.082,0.794,0.838,0.0204,-0.0015,0.0138,3
97,2564902,575,4175,,,,,,,,,,,,,,,,,,,0.624,0.662,0.085,1.063,0.586,0.573,0.099,0.783,0.868,0.0275,-0.0041,0.013,3
98,2590438,581,4252,,,,,,,,,,,,,,,,,,,0.655,0.662,0.072,1.109,0.59,0.586,0.104,0.799,0.899,0.0192,-0.0038,0.0135,3
99,2615974,587,4017,,,,,,,,,,,,,,,,,,,0.675,0.661,0.078,1.011,0.599,0.569,0.1,0.809,0.896,0.0187,-0.0037,0.0133,3
100,2641510,593,3900,,,,,,,,,,,,,,,,,,,0.672,0.659,0.089,0.997,0.594,0.557,0.115,0.812,0.897,0.0202,-0.0028,0.0142,3
101,2667046,600,3886,,,,,,,,,,,,,,,,,,,0.68,0.656,0.078,1.02,0.6,0.55,0.107,0.83,0.905,0.0165,-0.004,0.0122,3
102,2692582,606,4138,,,,,,,,,,,,,,,,,,,0.706,0.654,0.089,0.962,0.597,0.547,0.098,0.85,0.889,0.0173,-0.0068,0.012,3
103,2718118,612,4132,,,,,,,,,,,,,,,,,,,0.718,0.654,0.074,1.037,0.607,0.559,0.113,0.857,0.914,0.0126,-0.0042,0.0127,3
104,2743654,619,4230,,,,,,,,,,,,,,,,,,,0.715,0.646,0.085,0.973,0.605,0.533,0.1,0.851,0.926,0.0106,-0.0045,0.0119,3
105,2769272,625,4258,0.708,0.656,0.832,0.0,0.0,3.0,0.0,240.0,1.5,33.0,10.9,9.0,68.0,0.0,28.0,27.0,33.0,97.0,0.704,0.647,0.09,0.94,0.613,0.521,0.105,0.858,0.895,0.0162,-0.0051,0.0115,3
106,2794936,631,4214,,,,,,,,,,,,,,,,,,,0.718,0.651,0.091,0.946,0.594,0.534,0.103,0.846,0.905,0.0146,-0.0051,0.0127,3
107,2820651,637,4216,0.633,0.677,0.596,1.0,2.0,0.0,0.5,232.9,1.33,29.5,7.6,9.5,1.5,0.0,25.0,23.0,11.0,38.0,0.729,0.655,0.091,0.954,0.598,0.514,0.107,0.855,0.689,0.0257,-0.0017,0.0142,3
108,2846537,643,4056,0.679,0.66,0.682,0.86,1.5,0.86,0.0,240.0,1.6,37.7,11.1,8.3,40.3,0.0,27.3,26.0,10.7,72.3,0.745,0.664,0.096,0.975,0.579,0.519,0.139,0.849,0.739,0.0255,-0.0024,0.0144,3
109,2872622,649,4243,0.751,0.892,0.719,2.0,0.0,0.0,0.0,240.0,1.28,35.0,5.8,6.0,8.0,0.0,29.0,27.0,14.0,57.0,0.746,0.663,0.1,0.964,0.574,0.521,0.135,0.841,0.814,0.0191,-0.0017,0.0143,3
110,2898639,656,4095,0.696,0.222,0.696,0.67,1.2,1.5,0.33,227.9,1.28,30.3,7.4,5.3,0.7,0.0,26.7,26.0,20.7,37.3,0.7,0.66,0.108,0.932,0.593,0.519,0.145,0.85,0.802,0.0284,-0.0025,0.0148,3
111,2924936,661,5066,0.634,0.618,0.671,0.96,0.55,1.5,0.0,240.0,1.3,25.1,9.6,6.5,16.0,0.0,21.0,20.0,16.4,52.5,0.745,0.656,0.112,0.919,0.604,0.534,0.143,0.842,0.647,0.066,0.0059,0.0171,2
112,2951261,665,5905,0.634,0.652,0.705,1.08,0.67,1.11,0.07,239.5,1.37,32.7,9.1,8.4,4.9,0.0,27.1,26.0,16.7,40.1,0.76,0.661,0.117,0.961,0.601,0.55,0.163,0.847,0.627,0.0975,0.0032,0.0164,2
113,2977282,672,4185,0.664,0.523,0.652,1.05,1.01,0.88,0.02,239.9,1.4,32.5,9.5,8.3,10.4,0.0,26.4,25.3,18.3,44.8,0.748,0.67,0.095,1.089,0.564,0.547,0.159,0.831,0.198,0.6314,-0.0006,0.014,3
114,3002050,678,3970,,,,,,,,,,,,,,,,,,,0.685,0.676,0.068,1.102,0.541,0.5,0.092,0.796,0.913,0.0098,-0.0051,0.0128,3
115,3026818,684,3843,,,,,,,,,,,,,,,,,,,0.681,0.672,0.084,1.073,0.538,0.515,0.122,0.813,0.871,0.0211,-0.0052,0.0138,3
116,3051586,691,3957,,,,,,,,,,,,,,,,,,,0.681,0.667,0.075,1.116,0.544,0.525,0.115,0.796,0.891,0.0181,-0.005,0.0149,3
117,3076354,697,3968,,,,,,,,,,,,,,,,,,,0.683,0.666,0.076,1.058,0.563,0.536,0.099,0.79,0.898,0.0156,-0.005,0.0111,3
118,3101122,703,3961,,,,,,,,,,,,,,,,,,,0.678,0.664,0.085,1.042,0.579,0.525,0.104,0.798,0.893,0.0162,-0.0022,0.0113,3
119,3125890,709,4090,,,,,,,,,,,,,,,,,,,0.685,0.665,0.089,1.005,0.577,0.516,0.108,0.785,0.89,0.0178,-0.0043,0.0105,3
120,3150658,715,4137,,,,,,,,,,,,,,,,,,,0.697,0.667,0.086,1.047,0.562,0.532,0.109,0.798,0.903,0.0143,-0.0061,0.0123,3
121,3175426,722,3922,,,,,,,,,,,,,,,,,,,0.721,0.665,0.095,1.006,0.576,0.531,0.116,0.793,0.899,0.0137,-0.0043,0.0127,3
122,3200194,728,3826,,,,,,,,,,,,,,,,,,,0.721,0.663,0.096,1.031,0.573,0.523,0.137,0.781,0.886,0.0158,-0.0032,0.0141,3
123,3224962,735,3801,,,,,,,,,,,,,,,,,,,0.754,0.656,0.088,1.056,0.581,0.543,0.12,0.796,0.904,0.0116,-0.0046,0.0126,3
124,3249559,741,3943,0.441,0.437,nan,1.5,0.0,nan,0.0,240.0,1.74,18.0,29.5,13.0,15.0,0.0,13.0,11.0,15.0,32.0,0.752,0.654,0.104,0.975,0.595,0.566,0.128,0.8,0.766,0.016,-0.0007,0.0128,3
125,3274135,747,3858,,,,,,,,,,,,,,,,,,,0.775,0.652,0.101,0.979,0.609,0.559,0.124,0.813,0.885,0.0134,-0.0044,0.012,3
126,3298633,753,3956,0.764,0.0,0.626,0.75,0.0,2.0,0.0,240.0,1.44,32.0,9.6,9.5,8.0,0.0,27.0,25.5,16.0,53.5,0.808,0.659,0.095,1.02,0.605,0.557,0.134,0.808,0.657,0.026,-0.0013,0.0136,3
127,3322994,760,3915,0.613,0.393,0.649,1.64,0.0,0.0,0.0,240.0,1.5,42.7,8.6,14.0,5.3,0.0,30.3,28.3,24.0,38.7,0.796,0.66,0.112,0.957,0.596,0.557,0.155,0.808,0.538,0.0409,-0.0012,0.0153,3
